uii_code,name,region,old_region,province,old_province,city_municipality,old_city_municipality,sector,latitude,longitude,coord_status,is_multi_campus,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
10039,Medina College,Region X,Region 10,Misamis Occidental,Misamis Occidental,OZAMIZ CITY,OZAMIZ CITY,Private,8.1662568,123.8592125,valid,False,10,10042,1004210,1004210035
10040,Medina Foundation College,Region X,Region 10,Misamis Occidental,Misamis Occidental,Sapang Dalaga,Sapang Dalaga,Private,8.541735,123.5679344,valid,False,10,10042,1004213,1004213017
10041,Mindanao Arts and Technological Institute,Region X,Region 10,Bukidnon,Bukidnon,Malaybalay City,Malaybalay City,Private,8.1511678,125.1364687,valid,False,10,10013,1001312,1001312052
12042,Mindanao State University - Iligan Institute of Technology,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Public SUC Satellite,8.239755,124.244765,valid,False,10,10309,1030900,1030900037
12028,Mindanao State University-Lanao Del Norte Agricultural College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,SULTAN NAGA DIMAPORO (KAROMATAN),SULTAN NAGA DIMAPORO (KAROMATAN),Public SUC Satellite,7.7911648,123.7346391,valid,False,10,10035,1003506,1003506029
12033,Mindanao State University-Maigo School of Arts and Trades,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Maigo,Maigo,Public SUC Satellite,8.1604104,123.9599913,valid,False,10,10035,1003512,1003512010
10108,Mindanao State University-Naawan,Region X,Region 10,Misamis Oriental,Misamis Oriental,Naawan,Naawan,Public SUC Satellite,8.4286368,124.2876362,valid,False,10,10043,1004320,1004320008
10044,Misamis Institute of Technology,Region X,Region 10,Misamis Occidental,Misamis Occidental,OZAMIZ CITY,OZAMIZ CITY,Private,8.1182939,123.7990572,valid,False,10,10042,1004210,1004210018
10118,Misamis Oriental Institute of Science and Technology,Region X,Region 10,Misamis Oriental,Misamis Oriental,Balingasag,Balingasag,Private,8.7489122,124.7774493,valid,False,10,10043,1004302,1004302010
10046,Misamis University,Region X,Region 10,Misamis Occidental,Misamis Occidental,OZAMIZ CITY,OZAMIZ CITY,Private,8.1501544,123.8407669,valid,False,10,10042,1004210,1004210001
10047,Misamis University-Oroquieta City,Region X,Region 10,Misamis Occidental,Misamis Occidental,OROQUIETA CITY (Capital),OROQUIETA CITY (Capital),Private,8.4834706,123.8049283,valid,False,10,10042,1004209,1004209030
10049,Mountain View College,Region X,Region 10,Bukidnon,Bukidnon,Valencia City,Valencia City,Private,7.9810757,125.0092369,valid,False,10,10013,1001321,1001321017
12003,North Central Mindanao College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Lala,Lala,Private,7.9226381,123.7768252,valid,False,10,10035,1003505,1003505033
10114,Northern Bukidnon State College,Region X,Region 10,Bukidnon,Bukidnon,Manolo Fortich,Manolo Fortich,Public SUC Main,8.359999,124.868103,valid,False,10,10013,1001314,1001314017
10063,Northwestern Mindanao Christian Colleges,Region X,Region 10,Misamis Occidental,Misamis Occidental,Tudela,Tudela,Private,8.246691,123.8418091,valid,False,10,10042,1004216,1004216013
10124,Northwestern Mindanao Institute of Technology,Region X,Region 10,Misamis Occidental,Misamis Occidental,OZAMIZ CITY,OZAMIZ CITY,Private,8.0580847,123.7211306,valid,False,10,10042,1004215,1004215021
10089,Northwestern Mindanao State College of Science and Technology,Region X,Region 10,Misamis Occidental,Misamis Occidental,Tangub City,Tangub City,Public SUC Main,8.0580847,123.7211306,valid,False,10,10042,1004215,1004215021
10113,Opol Community College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Opol,Opol,Public LUC,8.5217222,124.5724803,valid,False,10,10043,1004321,1004321014
10105,Oro Bible College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.482129,124.634589,valid,False,10,10305,1030500,1030500044
10125,Pangantucan Bukidnon Community College,Region X,Region 10,Bukidnon,Bukidnon,Pangantucan,Pangantucan,Public LUC,7.8296019,124.8284536,valid,False,10,10013,1001316,1001316018
10066,Philippine College Foundation,Region X,Region 10,Bukidnon,Bukidnon,Valencia City,Valencia City,Private,7.9162581,125.0888347,valid,False,10,10013,1001321,1001321024
10103,Philippine Countryville College,Region X,Region 10,Bukidnon,Bukidnon,Maramag,Maramag,Private,7.7880663,125.0169754,valid,False,10,10013,1001315,1001315012
12101,Picardal Institute of Science and Technology,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.236377,124.243041,valid,False,10,10309,1030900,1030900037
10067,Pilgrim Christian College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4840384,124.6453471,valid,False,10,10305,1030500,1030500012
10069,Quezon Institute of Technology,Region X,Region 10,Bukidnon,Bukidnon,Quezon,Quezon,Private,7.7254241,125.1034097,valid,False,10,10013,1001317,1001317028
10104,Roman C. Villalon Memorial Colleges Foundation,Region X,Region 10,Bukidnon,Bukidnon,Kibawe,Kibawe,Private,7.5660341,124.9858976,valid,False,10,10013,1001308,1001308007
10098,STI College-Cagayan De Oro,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4770339,124.6485548,valid,False,10,10305,1030500,1030500032
10130,STI College-Iligan,Region X,Region 10,Lanao del Norte,Lanao del Norte,Iligan City,Iligan City,Private,8.229308,124.237212,valid,False,10,10309,1030900,1030900017
10131,STI College-Malaybalay,Region X,Region 10,Bukidnon,Bukidnon,Malaybalay City,Malaybalay City,Private,8.1505633,125.1303581,valid,False,10,10013,1001312,1001312050
10132,STI College-Valencia,Region X,Region 10,Bukidnon,Bukidnon,Valencia City,Valencia City,Private,7.9862432,125.0388164,valid,False,10,10013,1001321,1001321017
10070,Sacred Heart College of Calamba,Region X,Region 10,Misamis Occidental,Misamis Occidental,CALAMBA,CALAMBA,Private,8.5644308,123.6446334,valid,False,10,10042,1004204,1004204017
10129,Salay Community College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Salay,Salay,Public LUC,8.8601739,124.7857681,valid,False,10,10043,1004322,1004322011
10077,San Agustin Institute of Technology,Region X,Region 10,Bukidnon,Bukidnon,Valencia City,Valencia City,Private,7.870408,125.1433793,valid,False,10,10013,1001321,1001321029
10079,San Isidro College,Region X,Region 10,Bukidnon,Bukidnon,CITY MALAYBALAY (Capital),CITY MALAYBALAY (Capital),Private,8.1515304,125.1258466,valid,False,10,10013,1001312,1001312053
12063,Santa Monica Institute of Technology,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2296344,124.2346594,valid,False,10,10309,1030900,1030900017
10081,Southern Bukidnon Foundation Academy,Region X,Region 10,Bukidnon,Bukidnon,Don Carlos,Don Carlos,Private,7.7055481,124.9928284,valid,False,10,10013,1001304,1001304029
10082,Southern Capital Colleges,Region X,Region 10,Misamis Occidental,Misamis Occidental,OROQUIETA CITY (Capital),OROQUIETA CITY (Capital),Private,8.4839258,123.8080973,valid,False,10,10042,1004209,1004209031
10083,Southern De Oro Philippines College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.488734,124.649888,valid,False,10,10305,1030500,1030500076
10110,Southern Maramag Colleges,Region X,Region 10,Bukidnon,Bukidnon,Maramag,Maramag,Private,7.7577863,125.0027568,valid,False,10,10013,1001315,1001315015
10072,St. John Vianney Theological Seminary,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4713091,124.6657982,valid,False,10,10305,1030500,1030500042
12061,St. Michael's College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2286524,124.2396414,valid,False,10,10309,1030900,1030900017
12062,St. Peter's College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2318034,124.2364283,valid,False,10,10309,1030900,1030900026
10075,St. Peter's College of Misamis Oriental,Region X,Region 10,Misamis Oriental,Misamis Oriental,Balingasag,Balingasag,Private,8.7440505,124.7756925,valid,False,10,10043,1004302,1004302022
10076,St. Rita's College of Balingasag,Region X,Region 10,Misamis Oriental,Misamis Oriental,Balingasag,Balingasag,Private,8.7427387,124.7744357,valid,False,10,10043,1004302,1004302022
10085,Stella Maris College,Region X,Region 10,Misamis Occidental,Misamis Occidental,OROQUIETA CITY (Capital),OROQUIETA CITY (Capital),Private,8.4841457,123.806339,valid,True,10,10042,1004209,1004209030
10111,Tagoloan Community College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Tagoloan,Tagoloan,Public LUC,8.5411087,124.7481475,valid,False,10,10043,1004324,1004324001
10120,The New El Salvador Colleges,Region X,Region 10,Misamis Oriental,Misamis Oriental,El Salvador City,El Salvador City,Private,8.5635471,124.5212802,valid,False,10,10043,1004307,1004307012
10133,Tubod College,Region X,Region 10,Lanao del Norte,Lanao del Norte,TUBOD (Capital),TUBOD (Capital),Public LUC,8.0410299,123.7957779,valid,False,10,10035,1003522,1003522019
10140,University of Science and Technology in Southern Philippines-Alubijid,Region X,Region 10,Misamis Oriental,Misamis Oriental,Alubijid,Alubijid,Public SUC Satellite,8.5712456,124.4739502,valid,False,10,10043,1004301,1004301010
10141,University of Science and Technology in Southern Philippines-Balubal,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Public SUC Satellite,8.4858589,124.655834,valid,False,10,10305,1030500,1030500053
10142,University of Science and Technology in Southern Philippines-Villanueva,Region X,Region 10,Misamis Oriental,Misamis Oriental,Villanueva,Villanueva,Public SUC Satellite,8.5769534,124.7851264,valid,False,10,10043,1004326,1004326003
10043,University of Science and Technology of Southern Philippines,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Public SUC Main,8.4858589,124.655834,valid,False,10,10305,1030500,1030500053
10045,University of Science and Technology of Southern Philippines - Claveria,Region X,Region 10,Misamis Oriental,Misamis Oriental,Claveria,Claveria,Public SUC Satellite,8.6097179,124.8858658,valid,False,10,10043,1004306,1004306020
10043 A,University of Science and Technology of Southern Philippines - Jasaan,Region X,Region 10,Misamis Oriental,Misamis Oriental,Jasaan,Jasaan,Public SUC Satellite,8.654638,124.7534456,valid,False,10,10043,1004311,1004311007
10043 B,University of Science and Technology of Southern Philippines - Oroquieta,Region X,Region 10,Misamis Occidental,Misamis Occidental,OROQUIETA CITY (Capital),OROQUIETA CITY (Capital),Public SUC Satellite,8.4980884,123.7866864,valid,False,10,10042,1004209,1004209026
10043 C,University of Science and Technology of Southern Philippines - Panaon,Region X,Region 10,Misamis Occidental,Misamis Occidental,Panaon,Panaon,Public SUC Satellite,8.3597799,123.8432972,valid,False,10,10042,1004211,1004211010
10091,Valencia Colleges-Bukidnon,Region X,Region 10,Bukidnon,Bukidnon,Valencia City,Valencia City,Private,7.9228272,125.0953001,valid,False,10,10013,1001321,1001321024
10123,Vineyard International Polytechnic College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4829152,124.6495451,valid,False,10,10305,1030500,1030500022
10093,Xavier University (Ateneo de Cagayan),Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4766859,124.6461623,valid,False,10,10305,1030500,1030500032
11155,ACES Polytechnic College,Region XI,Region 11,Davao del Norte,Davao del Norte,CITY OF PANABO,CITY OF PANABO,Private,7.3113529,125.6768283,valid,False,11,11023,1102315,1102315029
11162,ACQ College of Ministries,Region XI,Region 11,Davao del Sur,Davao del Sur,Davao City,Davao City,Private,7.1331029,125.6458973,valid,False,11,11307,1130700,1130700101
11002,AMA Computer College-Davao,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.070619,125.602822,valid,False,11,11307,1130700,1130700139
11189,AMYA Polytechnic College,Region XI,Region 11,Davao del Sur,Davao del Sur,Davao City,Davao City,Private,7.0524798,125.589674,valid,False,11,11307,1130700,1130700020
11122,Aces Tagum College,Region XI,Region 11,Davao Del Norte,Davao Del Norte,Tagum City,Tagum City,Private,7.457318,125.7919242,valid,False,11,11023,1102319,1102319011
11001,Agro-Industrial Foundation College of the Philippines-Davao,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0545791,125.6030968,valid,False,11,11307,1130700,1130700020
11004,Arriesgado College Foundation,Region XI,Region 11,Davao Del Norte,Davao Del Norte,Tagum City,Tagum City,Private,7.4425631,125.8038974,valid,False,11,11023,1102319,1102319016
11175,Asian International School of Aeronautics and Technology,Region XI,Region 11,Davao del Sur,Davao del Sur,Davao City,Davao City,Private,7.0769659,125.6247232,valid,False,11,11307,1130700,1130700160
11114,Assumption College of Davao,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.087841,125.6238969,valid,False,11,11307,1130700,1130700196
11006,Assumption College of Nabunturan,Region XI,Region 11,DAVAO DE ORO,DAVAO DE ORO,NABUNTURAN (Capital),NABUNTURAN (Capital),Private,7.5991881,125.9632784,valid,False,11,11082,1108209,1108209019
11007,Ateneo de Davao University,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0711276,125.61342,valid,False,11,11307,1130700,1130700165
11008,Brokenshire College,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0314621,125.4964001,valid,False,11,11307,1130700,1130700059
04467,Card-MRI Development Institute,Region XI,Region 11,Davao del Norte,Davao del Norte,Tagum City,Tagum City,Private,7.4471733,125.8093465,valid,False,11,11023,1102319,1102319016
11136,Christian Colleges of Southeast Asia,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0524508,125.5894634,valid,False,11,11307,1130700,1130700020
,Colegio de Caraga,Region XI,Region 11,Davao Oriental,Davao Oriental,Caraga,Caraga,Private,7.3839156,126.3931354,valid,False,11,11025,1102504,1102504008
11012,Cor Jesu College,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Digos City,Digos City,Private,6.7511528,125.353274,valid,False,11,11024,1102403,1102403029
11019,DMMA College of Southern Philippines,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.1149792,125.6031218,valid,False,11,11307,1130700,1130700021
11014,Davao Central College,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0143635,125.4993428,valid,False,11,11307,1130700,1130700126
,Davao De Oro State College,Region XI,Region 11,Davao de Oro,Davao de Oro,Compostela,Compostela,Public SUC Main,7.6768873,126.0858305,valid,False,11,11082,1108201,1108201011
,Davao De Oro State College-Maragusan Branch,Region XI,Region 11,DAVAO DE ORO,DAVAO DE ORO,MARAGUSAN (SAN MARIANO),MARAGUSAN (SAN MARIANO),Public SUC Satellite,7.3521887,126.1545404,valid,False,11,11082,1108205,1108205004
,Davao De Oro State College-Montevista Branch,Region XI,Region 11,Davao de Oro,Davao de Oro,Montevista,Montevista,Public SUC Satellite,7.7141058,125.9877033,valid,False,11,11082,1108208,1108208020
,Davao De Oro State College-New Bataan Branch,Region XI,Region 11,Davao de Oro,Davao de Oro,New Bataan,New Bataan,Public SUC Satellite,7.5509251,126.1351601,valid,False,11,11082,1108210,1108210011
11016,Davao Doctors College,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0718188,125.6036513,valid,False,11,11307,1130700,1130700140
11018,Davao Medical School Foundation,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0857759,125.6069858,valid,False,11,11307,1130700,1130700152
11021,Davao Oriental State University,Region XI,Region 11,Davao Oriental,Davao Oriental,Mati City,Mati City,Public SUC Main,6.9322763,126.2536529,valid,False,11,11025,1102509,1102509007
11021c,Davao Oriental State University-Banaybanay Campus,Region XI,Region 11,Davao Oriental,Davao Oriental,Banaybanay,Banaybanay,Public SUC Satellite,6.9322763,126.2536529,valid,False,11,11025,1102509,1102509007
11021a,Davao Oriental State University-Cateel Extension Campus,Region XI,Region 11,Davao Oriental,Davao Oriental,Cateel,Cateel,Public SUC Satellite,7.8090422,126.4183332,valid,False,11,11025,1102505,1102505010
11021b,Davao Oriental State University-San Isidro Campus,Region XI,Region 11,Davao Oriental,Davao Oriental,San Isidro,San Isidro,Public SUC Satellite,6.8581461,126.1007535,valid,False,11,11025,1102510,1102510012
11158,Davao Vision Colleges,Region XI,Region 11,Davao del Sur,Davao del Sur,Davao City,Davao City,Private,7.0831752,125.5426711,valid,False,11,11307,1130700,1130700030
11137,Davao Winchester Colleges,Region XI,Region 11,Davao Del Norte,Davao Del Norte,Sto. Tomas,Sto. Tomas,Private,7.5364087,125.6237074,valid,False,11,11023,1102318,1102318011
,Davao del Norte State College,Region XI,Region 11,Davao Del Norte,Davao Del Norte,CITY OF PANABO,CITY OF PANABO,Public SUC Main,7.3135965,125.6703334,valid,False,11,11023,1102315,1102315026
11098,Davao del Sur State College-Main,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Digos City,Digos City,Public SUC Main,6.7581586,125.3094206,valid,False,11,11024,1102403,1102403014
11165,Evangelical Mission College,Region XI,Region 11,Davao del Sur,Davao del Sur,Davao City,Davao City,Private,7.0678804,125.5574381,valid,False,11,11307,1130700,1130700116
11026,Evelyn E. Fabie College,Region XI,Region 11,Davao Del Sur,Davao Del Sur,Davao City,Davao City,Private,7.0779828,125.6025307,valid,False,11,11307,1130700,1130700142
